COMMON_NAME,BREEDING_CODE,SUITABILITY_TEXT,SUITABILITY
Orchard Oriole,FY,,0
Orchard Oriole,NB,,0
Orchard Oriole,NE,,0
Orchard Oriole,NY,,0
Orchard Oriole,ON,,0
Orchard Oriole,PE,,0
Orchard Oriole,UN,,0
Brown-headed Cowbird,F,,0
Brown-headed Cowbird,H,,0
Brown-headed Cowbird,S,,0
Brown-headed Cowbird,A,,0
Brown-headed Cowbird,B,U,2
Brown-headed Cowbird,C,,0
Brown-headed Cowbird,M,,0
Brown-headed Cowbird,N,,0
Brown-headed Cowbird,P,,0
Brown-headed Cowbird,S7,,0
Brown-headed Cowbird,T,,0
Brown-headed Cowbird,CF,,0
Brown-headed Cowbird,CN,,0
Brown-headed Cowbird,DD,,0
Brown-headed Cowbird,FL,,0
Brown-headed Cowbird,FS,,0
Brown-headed Cowbird,FY,,0
Brown-headed Cowbird,NB,,0
Brown-headed Cowbird,NE,,0
Brown-headed Cowbird,NY,,0
Brown-headed Cowbird,ON,,0
Brown-headed Cowbird,PE,,0
Brown-headed Cowbird,UN,,0
Boat-tailed Grackle,F,,0
Boat-tailed Grackle,H,,0
Boat-tailed Grackle,S,,0
Boat-tailed Grackle,A,,0
Boat-tailed Grackle,B,U,2
Boat-tailed Grackle,C,,0
Boat-tailed Grackle,M,,0
Boat-tailed Grackle,N,,0
Boat-tailed Grackle,P,,0
Boat-tailed Grackle,S7,,0
Boat-tailed Grackle,T,,0
Boat-tailed Grackle,CF,,0
Boat-tailed Grackle,CN,,0
Boat-tailed Grackle,DD,,0
Boat-tailed Grackle,FL,,0
Boat-tailed Grackle,FS,,0
Boat-tailed Grackle,FY,,0
Boat-tailed Grackle,NB,,0
Boat-tailed Grackle,NE,,0
Boat-tailed Grackle,NY,,0
Boat-tailed Grackle,ON,,0
Boat-tailed Grackle,PE,,0
Boat-tailed Grackle,UN,,0
Common Grackle,F,,0
Common Grackle,H,,0
Common Grackle,S,,0
Common Grackle,A,,0
Common Grackle,B,U,2
Common Grackle,C,,0
Common Grackle,M,,0
Common Grackle,N,,0
Common Grackle,P,,0
Common Grackle,S7,,0
Common Grackle,T,,0
Common Grackle,CF,,0
Common Grackle,CN,,0
Common Grackle,DD,,0
Common Grackle,FL,,0
Common Grackle,FS,,0
Common Grackle,FY,,0
Common Grackle,NB,,0
Common Grackle,NE,,0
Common Grackle,NY,,0
Common Grackle,ON,,0
Common Grackle,PE,,0
Common Grackle,UN,,0
Eastern Meadowlark,F,,0
Eastern Meadowlark,H,,0
Eastern Meadowlark,S,,0
Eastern Meadowlark,A,,0
Eastern Meadowlark,B,U,2
Eastern Meadowlark,C,,0
Eastern Meadowlark,M,,0
Eastern Meadowlark,N,,0
Eastern Meadowlark,P,,0
Eastern Meadowlark,S7,,0
Eastern Meadowlark,T,,0
Eastern Meadowlark,CF,,0
Eastern Meadowlark,CN,,0
Eastern Meadowlark,DD,,0
Eastern Meadowlark,FL,,0
Eastern Meadowlark,FS,,0
Eastern Meadowlark,FY,,0
Eastern Meadowlark,NB,,0
Eastern Meadowlark,NE,,0
Eastern Meadowlark,NY,,0
Eastern Meadowlark,ON,,0
Eastern Meadowlark,PE,,0
Eastern Meadowlark,UN,,0
Yellow-breasted Chat,F,,0
Yellow-breasted Chat,H,,0
Yellow-breasted Chat,S,,0
Yellow-breasted Chat,A,,0
Yellow-breasted Chat,B,U,2
Yellow-breasted Chat,C,,0
Yellow-breasted Chat,M,,0
Yellow-breasted Chat,N,,0
Yellow-breasted Chat,P,,0
Yellow-breasted Chat,S7,,0
Yellow-breasted Chat,T,,0
Yellow-breasted Chat,CF,,0
Yellow-breasted Chat,CN,,0
Yellow-breasted Chat,DD,,0
Yellow-breasted Chat,FL,,0
Yellow-breasted Chat,FS,,0
Yellow-breasted Chat,FY,,0
Yellow-breasted Chat,NB,,0
Yellow-breasted Chat,NE,,0
Yellow-breasted Chat,NY,,0
Yellow-breasted Chat,ON,,0
Yellow-breasted Chat,PE,,0
Yellow-breasted Chat,UN,,0
Loggerhead Shrike,F,,0
Loggerhead Shrike,H,,0
Loggerhead Shrike,S,,0
Loggerhead Shrike,A,,0
Loggerhead Shrike,B,U,2
Loggerhead Shrike,C,,0
Loggerhead Shrike,M,,0
Loggerhead Shrike,N,,0
Loggerhead Shrike,P,,0
Loggerhead Shrike,S7,,0
Loggerhead Shrike,T,,0
Loggerhead Shrike,CF,,0
Loggerhead Shrike,CN,,0
Loggerhead Shrike,DD,,0
Loggerhead Shrike,FL,,0
Loggerhead Shrike,FS,,0
Loggerhead Shrike,FY,,0
Loggerhead Shrike,NB,,0
Loggerhead Shrike,NE,,0
Loggerhead Shrike,NY,,0
Loggerhead Shrike,ON,,0
Loggerhead Shrike,PE,,0
Loggerhead Shrike,UN,,0
Gray Catbird,F,,0
Gray Catbird,H,,0
Gray Catbird,S,,0
Gray Catbird,A,,0
Gray Catbird,B,U,2
Gray Catbird,C,,0
Gray Catbird,M,,0
Gray Catbird,N,,0
Gray Catbird,P,,0
Gray Catbird,S7,,0
Gray Catbird,T,,0
Gray Catbird,CF,,0
Gray Catbird,CN,,0
Gray Catbird,DD,,0
Gray Catbird,FL,,0
Gray Catbird,FS,,0
Gray Catbird,FY,,0
Gray Catbird,NB,,0
Gray Catbird,NE,,0
Gray Catbird,NY,,0
Gray Catbird,ON,,0
Gray Catbird,PE,,0
Gray Catbird,UN,,0
Northern Mockingbird,F,,0
Northern Mockingbird,H,,0
Northern Mockingbird,S,,0
Northern Mockingbird,A,,0
Northern Mockingbird,B,U,2
Northern Mockingbird,C,,0
Northern Mockingbird,M,,0
Northern Mockingbird,N,,0
Northern Mockingbird,P,,0
Northern Mockingbird,S7,,0
Northern Mockingbird,T,,0
Northern Mockingbird,CF,,0
Northern Mockingbird,CN,,0
Northern Mockingbird,DD,,0
Northern Mockingbird,FL,,0
Northern Mockingbird,FS,,0
Northern Mockingbird,FY,,0
Northern Mockingbird,NB,,0
Northern Mockingbird,NE,,0
Northern Mockingbird,NY,,0
Northern Mockingbird,ON,,0
Northern Mockingbird,PE,,0
Northern Mockingbird,UN,,0
Brown Thrasher,F,,0
Brown Thrasher,H,,0
Brown Thrasher,S,,0
Brown Thrasher,A,,0
Brown Thrasher,B,U,2
Brown Thrasher,C,,0
Brown Thrasher,M,,0
Brown Thrasher,N,,0
Brown Thrasher,P,,0
Brown Thrasher,S7,,0
Brown Thrasher,T,,0
Brown Thrasher,CF,,0
Brown Thrasher,CN,,0
Brown Thrasher,DD,,0
Brown Thrasher,FL,,0
Brown Thrasher,FS,,0
Brown Thrasher,FY,,0
Brown Thrasher,NB,,0
Brown Thrasher,NE,,0
Brown Thrasher,NY,,0
Brown Thrasher,ON,,0
Brown Thrasher,PE,,0
Brown Thrasher,UN,,0
Tufted Titmouse,F,,0
Tufted Titmouse,H,,0
Tufted Titmouse,S,,0
Tufted Titmouse,A,,0
Tufted Titmouse,B,U,2
Tufted Titmouse,C,,0
Tufted Titmouse,M,,0
Tufted Titmouse,N,,0
Tufted Titmouse,P,,0
Tufted Titmouse,S7,,0
Tufted Titmouse,T,,0
Tufted Titmouse,CF,,0
Tufted Titmouse,CN,,0
Tufted Titmouse,DD,,0
Tufted Titmouse,FL,,0
Tufted Titmouse,FS,,0
Tufted Titmouse,FY,,0
Tufted Titmouse,NB,,0
Tufted Titmouse,NE,,0
Tufted Titmouse,NY,,0
Tufted Titmouse,ON,,0
Tufted Titmouse,PE,,0
Tufted Titmouse,UN,,0
Black-capped Chickadee,F,,0
Black-capped Chickadee,H,,0
Black-capped Chickadee,S,,0
Black-capped Chickadee,A,,0
Black-capped Chickadee,B,U,2
Black-capped Chickadee,C,,0
Black-capped Chickadee,M,,0
Black-capped Chickadee,N,,0
Black-capped Chickadee,P,,0
Black-capped Chickadee,S7,,0
Black-capped Chickadee,T,,0
Black-capped Chickadee,CF,,0
Black-capped Chickadee,CN,,0
Black-capped Chickadee,DD,,0
Black-capped Chickadee,FL,,0
Black-capped Chickadee,FS,,0
Black-capped Chickadee,FY,,0
Black-capped Chickadee,NB,,0
Black-capped Chickadee,NE,,0
Black-capped Chickadee,NY,,0
Black-capped Chickadee,ON,,0
Black-capped Chickadee,PE,,0
Black-capped Chickadee,UN,,0
Carolina Chickadee,F,,0
Carolina Chickadee,H,,0
Carolina Chickadee,S,,0
Carolina Chickadee,A,,0
Carolina Chickadee,B,U,2
Carolina Chickadee,C,,0
Carolina Chickadee,M,,0
Carolina Chickadee,N,,0
Carolina Chickadee,P,,0
Carolina Chickadee,S7,,0
Carolina Chickadee,T,,0
Carolina Chickadee,CF,,0
Carolina Chickadee,CN,,0
Carolina Chickadee,DD,,0
Carolina Chickadee,FL,,0
Carolina Chickadee,FS,,0
Carolina Chickadee,FY,,0
Carolina Chickadee,NB,,0
Carolina Chickadee,NE,,0
Carolina Chickadee,NY,,0
Carolina Chickadee,ON,,0
Carolina Chickadee,PE,,0
Carolina Chickadee,UN,,0
Canada Warbler,F,,0
Canada Warbler,H,,0
Canada Warbler,S,,0
Canada Warbler,A,,0
Canada Warbler,B,U,2
Canada Warbler,C,,0
Canada Warbler,M,,0
Canada Warbler,N,,0
Canada Warbler,P,,0
Canada Warbler,S7,,0
Canada Warbler,T,,0
Canada Warbler,CF,,0
Canada Warbler,CN,,0
Canada Warbler,DD,,0
Canada Warbler,FL,,0
Canada Warbler,FS,,0
Canada Warbler,FY,,0
Canada Warbler,NB,,0
Canada Warbler,NE,,0
Canada Warbler,NY,,0
Canada Warbler,ON,,0
Canada Warbler,PE,,0
Canada Warbler,UN,,0
Kentucky Warbler,F,,0
Kentucky Warbler,H,,0
Kentucky Warbler,S,,0
Kentucky Warbler,A,,0
Kentucky Warbler,B,U,2
Kentucky Warbler,C,,0
Kentucky Warbler,M,,0
Kentucky Warbler,N,,0
Kentucky Warbler,P,,0
Kentucky Warbler,S7,,0
Kentucky Warbler,T,,0
Kentucky Warbler,CF,,0
Kentucky Warbler,CN,,0
Kentucky Warbler,DD,,0
Kentucky Warbler,FL,,0
Kentucky Warbler,FS,,0
Kentucky Warbler,FY,,0
Kentucky Warbler,NB,,0
Kentucky Warbler,NE,,0
Kentucky Warbler,NY,,0
Kentucky Warbler,ON,,0
Kentucky Warbler,PE,,0
Kentucky Warbler,UN,,0
Common Yellowthroat,F,,0
Common Yellowthroat,H,,0
Common Yellowthroat,S,,0
Common Yellowthroat,A,,0
Common Yellowthroat,B,U,2
Common Yellowthroat,C,,0
Common Yellowthroat,M,,0
Common Yellowthroat,N,,0
Common Yellowthroat,P,,0
Common Yellowthroat,S7,,0
Common Yellowthroat,T,,0
Common Yellowthroat,CF,,0
Common Yellowthroat,CN,,0
Common Yellowthroat,DD,,0
Common Yellowthroat,FL,,0
Common Yellowthroat,FS,,0
Common Yellowthroat,FY,,0
Common Yellowthroat,NB,,0
Common Yellowthroat,NE,,0
Common Yellowthroat,NY,,0
Common Yellowthroat,ON,,0
Common Yellowthroat,PE,,0
Common Yellowthroat,UN,,0
Worm-eating Warbler,F,,0
Worm-eating Warbler,H,,0
Worm-eating Warbler,S,,0
Worm-eating Warbler,A,,0
Worm-eating Warbler,B,U,2
Worm-eating Warbler,C,,0
Worm-eating Warbler,M,,0
Worm-eating Warbler,N,,0
Worm-eating Warbler,P,,0
Worm-eating Warbler,S7,,0
Worm-eating Warbler,T,,0
Worm-eating Warbler,CF,,0
Worm-eating Warbler,CN,,0
Worm-eating Warbler,DD,,0
Worm-eating Warbler,FL,,0
Worm-eating Warbler,FS,,0
Worm-eating Warbler,FY,,0
Worm-eating Warbler,NB,,0
Worm-eating Warbler,NE,,0
Worm-eating Warbler,NY,,0
Worm-eating Warbler,ON,,0
Worm-eating Warbler,PE,,0
Worm-eating Warbler,UN,,0
Swainsons Warbler,F,,0
Swainsons Warbler,H,,0
Swainsons Warbler,S,,0
Swainsons Warbler,A,,0
Swainsons Warbler,B,U,2
Swainsons Warbler,C,,0
Swainsons Warbler,M,,0
Swainsons Warbler,N,,0
Swainsons Warbler,P,,0
Swainsons Warbler,S7,,0
Swainsons Warbler,T,,0
Swainsons Warbler,CF,,0
Swainsons Warbler,CN,,0
Swainsons Warbler,DD,,0
Swainsons Warbler,FL,,0
Swainsons Warbler,FS,,0
Swainsons Warbler,FY,,0
Swainsons Warbler,NB,,0
Swainsons Warbler,NE,,0
Swainsons Warbler,NY,,0
Swainsons Warbler,ON,,0
Swainsons Warbler,PE,,0
Swainsons Warbler,UN,,0
Black-and-white Warbler,F,,0
Black-and-white Warbler,H,,0
Black-and-white Warbler,S,,0
Black-and-white Warbler,A,,0
Black-and-white Warbler,B,U,2
Black-and-white Warbler,C,,0
Black-and-white Warbler,M,,0
Black-and-white Warbler,N,,0
Black-and-white Warbler,P,,0
Black-and-white Warbler,S7,,0
Black-and-white Warbler,T,,0
Black-and-white Warbler,CF,,0
Black-and-white Warbler,CN,,0
Black-and-white Warbler,DD,,0
Black-and-white Warbler,FL,,0
Black-and-white Warbler,FS,,0
Black-and-white Warbler,FY,,0
Black-and-white Warbler,NB,,0
Black-and-white Warbler,NE,,0
Black-and-white Warbler,NY,,0
Black-and-white Warbler,ON,,0
Black-and-white Warbler,PE,,0
Black-and-white Warbler,UN,,0
Louisiana Waterthrush,F,,0
Louisiana Waterthrush,H,,0
Louisiana Waterthrush,S,,0
Louisiana Waterthrush,A,,0
Louisiana Waterthrush,B,U,2
Louisiana Waterthrush,C,,0
Louisiana Waterthrush,M,,0
Louisiana Waterthrush,N,,0
Louisiana Waterthrush,P,,0
Louisiana Waterthrush,S7,,0
Louisiana Waterthrush,T,,0
Louisiana Waterthrush,CF,,0
Louisiana Waterthrush,CN,,0
Louisiana Waterthrush,DD,,0
Louisiana Waterthrush,FL,,0
Louisiana Waterthrush,FS,,0
Louisiana Waterthrush,FY,,0
Louisiana Waterthrush,NB,,0
Louisiana Waterthrush,NE,,0
Louisiana Waterthrush,NY,,0
Louisiana Waterthrush,ON,,0
Louisiana Waterthrush,PE,,0
Louisiana Waterthrush,UN,,0
Prothonotary Warbler,F,,0
Prothonotary Warbler,H,,0
Prothonotary Warbler,S,,0
Prothonotary Warbler,A,,0
Prothonotary Warbler,B,U,2
Prothonotary Warbler,C,,0
Prothonotary Warbler,M,,0
Prothonotary Warbler,N,,0
Prothonotary Warbler,P,,0
Prothonotary Warbler,S7,,0
Prothonotary Warbler,T,,0
Prothonotary Warbler,CF,,0
Prothonotary Warbler,CN,,0
Prothonotary Warbler,DD,,0
Prothonotary Warbler,FL,,0
Prothonotary Warbler,FS,,0
Prothonotary Warbler,FY,,0
Prothonotary Warbler,NB,,0
Prothonotary Warbler,NE,,0
Prothonotary Warbler,NY,,0
Prothonotary Warbler,ON,,0
Prothonotary Warbler,PE,,0
Prothonotary Warbler,UN,,0
Ovenbird,F,,0
Ovenbird,H,,0
Ovenbird,S,,0
Ovenbird,A,,0
Ovenbird,B,U,2
Ovenbird,C,,0
Ovenbird,M,,0
Ovenbird,N,,0
Ovenbird,P,,0
Ovenbird,S7,,0
Ovenbird,T,,0
Ovenbird,CF,,0
Ovenbird,CN,,0
Ovenbird,DD,,0
Ovenbird,FL,,0
Ovenbird,FS,,0
Ovenbird,FY,,0
Ovenbird,NB,,0
Ovenbird,NE,,0
Ovenbird,NY,,0
Ovenbird,ON,,0
Ovenbird,PE,,0
Ovenbird,UN,,0
Northern Parula,F,,0
Northern Parula,H,,0
Northern Parula,S,,0
Northern Parula,A,,0
Northern Parula,B,U,2
Northern Parula,C,,0
Northern Parula,M,,0
Northern Parula,N,,0
Northern Parula,P,,0
Northern Parula,S7,,0
Northern Parula,T,,0
Northern Parula,CF,,0
Northern Parula,CN,,0
Northern Parula,DD,,0
Northern Parula,FL,,0
Northern Parula,FS,,0
Northern Parula,FY,,0
Northern Parula,NB,,0
Northern Parula,NE,,0
Northern Parula,NY,,0
Northern Parula,ON,,0
Northern Parula,PE,,0
Northern Parula,UN,,0
Black-throated Blue Warbler,F,,0
Black-throated Blue Warbler,H,,0
Black-throated Blue Warbler,S,,0
Black-throated Blue Warbler,A,,0
Black-throated Blue Warbler,B,U,2
Black-throated Blue Warbler,C,,0
Black-throated Blue Warbler,M,,0
Black-throated Blue Warbler,N,,0
Black-throated Blue Warbler,P,,0
Black-throated Blue Warbler,S7,,0
Black-throated Blue Warbler,T,,0
Black-throated Blue Warbler,CF,,0
Black-throated Blue Warbler,CN,,0
Black-throated Blue Warbler,DD,,0
Black-throated Blue Warbler,FL,,0
Black-throated Blue Warbler,FS,,0
Black-throated Blue Warbler,FY,,0
Black-throated Blue Warbler,NB,,0
Black-throated Blue Warbler,NE,,0
Black-throated Blue Warbler,NY,,0
Black-throated Blue Warbler,ON,,0
Black-throated Blue Warbler,PE,,0
Black-throated Blue Warbler,UN,,0
Cerulean Warbler,F,,0
Cerulean Warbler,H,,0
Cerulean Warbler,S,,0
Cerulean Warbler,A,,0
Cerulean Warbler,B,U,2
Cerulean Warbler,C,,0
Cerulean Warbler,M,,0
Cerulean Warbler,N,,0
Cerulean Warbler,P,,0
Cerulean Warbler,S7,,0
Cerulean Warbler,T,,0
Cerulean Warbler,CF,,0
Cerulean Warbler,CN,,0
Cerulean Warbler,DD,,0
Cerulean Warbler,FL,,0
Cerulean Warbler,FS,,0
Cerulean Warbler,FY,,0
Cerulean Warbler,NB,,0
Cerulean Warbler,NE,,0
Cerulean Warbler,NY,,0
Cerulean Warbler,ON,,0
Cerulean Warbler,PE,,0
Cerulean Warbler,UN,,0
Hooded Warbler,F,,0
Hooded Warbler,H,,0
Hooded Warbler,S,,0
Hooded Warbler,A,,0
Hooded Warbler,B,U,2
Hooded Warbler,C,,0
Hooded Warbler,M,,0
Hooded Warbler,N,,0
Hooded Warbler,P,,0
Hooded Warbler,S7,,0
Hooded Warbler,T,,0
Hooded Warbler,CF,,0
Hooded Warbler,CN,,0
Hooded Warbler,DD,,0
Hooded Warbler,FL,,0
Hooded Warbler,FS,,0
Hooded Warbler,FY,,0
Hooded Warbler,NB,,0
Hooded Warbler,NE,,0
Hooded Warbler,NY,,0
Hooded Warbler,ON,,0
Hooded Warbler,PE,,0
Hooded Warbler,UN,,0
Yellow-rumped Warbler,F,,0
Yellow-rumped Warbler,H,,0
Yellow-rumped Warbler,S,,0
Yellow-rumped Warbler,A,,0
Yellow-rumped Warbler,B,U,2
Yellow-rumped Warbler,C,,0
Yellow-rumped Warbler,M,,0
Yellow-rumped Warbler,N,,0
Yellow-rumped Warbler,P,,0
Yellow-rumped Warbler,S7,,0
Yellow-rumped Warbler,T,,0
Yellow-rumped Warbler,CF,,0
Yellow-rumped Warbler,CN,,0
Yellow-rumped Warbler,DD,,0
Yellow-rumped Warbler,FL,,0
Yellow-rumped Warbler,FS,,0
Yellow-rumped Warbler,FY,,0
Yellow-rumped Warbler,NB,,0
Yellow-rumped Warbler,NE,,0
Yellow-rumped Warbler,NY,,0
Yellow-rumped Warbler,ON,,0
Yellow-rumped Warbler,PE,,0
Yellow-rumped Warbler,UN,,0
Prairie Warbler,F,,0
Prairie Warbler,H,,0
Prairie Warbler,S,,0
Prairie Warbler,A,,0
Prairie Warbler,B,U,2
Prairie Warbler,C,,0
Prairie Warbler,M,,0
Prairie Warbler,N,,0
Prairie Warbler,P,,0
Prairie Warbler,S7,,0
Prairie Warbler,T,,0
Prairie Warbler,CF,,0
Prairie Warbler,CN,,0
Prairie Warbler,DD,,0
Prairie Warbler,FL,,0
Prairie Warbler,FS,,0
Prairie Warbler,FY,,0
Prairie Warbler,NB,,0
Prairie Warbler,NE,,0
Prairie Warbler,NY,,0
Prairie Warbler,ON,,0
Prairie Warbler,PE,,0
Prairie Warbler,UN,,0
Yellow-throated Warbler,F,,0
Yellow-throated Warbler,H,,0
Yellow-throated Warbler,S,,0
Yellow-throated Warbler,A,,0
Yellow-throated Warbler,B,U,2
Yellow-throated Warbler,C,,0
Yellow-throated Warbler,M,,0
Yellow-throated Warbler,N,,0
Yellow-throated Warbler,P,,0
Yellow-throated Warbler,S7,,0
Yellow-throated Warbler,T,,0
Yellow-throated Warbler,CF,,0
Yellow-throated Warbler,CN,,0
Yellow-throated Warbler,DD,,0
Yellow-throated Warbler,FL,,0
Yellow-throated Warbler,FS,,0
Yellow-throated Warbler,FY,,0
Yellow-throated Warbler,NB,,0
Yellow-throated Warbler,NE,,0
Yellow-throated Warbler,NY,,0
Yellow-throated Warbler,ON,,0
Yellow-throated Warbler,PE,,0
Yellow-throated Warbler,UN,,0
Blackburnian Warbler,F,,0
Blackburnian Warbler,H,,0
Blackburnian Warbler,S,,0
Blackburnian Warbler,A,,0
Blackburnian Warbler,B,U,2
Blackburnian Warbler,C,,0
Blackburnian Warbler,M,,0
Blackburnian Warbler,N,,0
Blackburnian Warbler,P,,0
Blackburnian Warbler,S7,,0
Blackburnian Warbler,T,,0
Blackburnian Warbler,CF,,0
Blackburnian Warbler,CN,,0
Blackburnian Warbler,DD,,0
Blackburnian Warbler,FL,,0
Blackburnian Warbler,FS,,0
Blackburnian Warbler,FY,,0
Blackburnian Warbler,NB,,0
Blackburnian Warbler,NE,,0
Blackburnian Warbler,NY,,0
Blackburnian Warbler,ON,,0
Blackburnian Warbler,PE,,0
Blackburnian Warbler,UN,,0
Magnolia Warbler,F,,0
Magnolia Warbler,H,,0
Magnolia Warbler,S,,0
Magnolia Warbler,A,,0
Magnolia Warbler,B,U,2
Magnolia Warbler,C,,0
Magnolia Warbler,M,,0
Magnolia Warbler,N,,0
Magnolia Warbler,P,,0
Magnolia Warbler,S7,,0
Magnolia Warbler,T,,0
Magnolia Warbler,CF,,0
Magnolia Warbler,CN,,0
Magnolia Warbler,DD,,0
Magnolia Warbler,FL,,0
Magnolia Warbler,FS,,0
Magnolia Warbler,FY,,0
Magnolia Warbler,NB,,0
Magnolia Warbler,NE,,0
Magnolia Warbler,NY,,0
Magnolia Warbler,ON,,0
Magnolia Warbler,PE,,0
Magnolia Warbler,UN,,0
Chestnut-sided Warbler,F,,0
Chestnut-sided Warbler,H,,0
Chestnut-sided Warbler,S,,0
Chestnut-sided Warbler,A,,0
Chestnut-sided Warbler,B,U,2
Chestnut-sided Warbler,C,,0
Chestnut-sided Warbler,M,,0
Chestnut-sided Warbler,N,,0
Chestnut-sided Warbler,P,,0
Chestnut-sided Warbler,S7,,0
Chestnut-sided Warbler,T,,0
Chestnut-sided Warbler,CF,,0
Chestnut-sided Warbler,CN,,0
Chestnut-sided Warbler,DD,,0
Chestnut-sided Warbler,FL,,0
Chestnut-sided Warbler,FS,,0
Chestnut-sided Warbler,FY,,0
Chestnut-sided Warbler,NB,,0
Chestnut-sided Warbler,NE,,0
Chestnut-sided Warbler,NY,,0
Chestnut-sided Warbler,ON,,0
Chestnut-sided Warbler,PE,,0
Chestnut-sided Warbler,UN,,0
Yellow Warbler,F,,0
Yellow Warbler,H,,0
Yellow Warbler,S,,0
Yellow Warbler,A,,0
Yellow Warbler,B,U,2
Yellow Warbler,C,,0
Yellow Warbler,M,,0
Yellow Warbler,N,,0
Yellow Warbler,P,,0
Yellow Warbler,S7,,0
Yellow Warbler,T,,0
Yellow Warbler,CF,,0
Yellow Warbler,CN,,0
Yellow Warbler,DD,,0
Yellow Warbler,FL,,0
Yellow Warbler,FS,,0
Yellow Warbler,FY,,0
Yellow Warbler,NB,,0
Yellow Warbler,NE,,0
Yellow Warbler,NY,,0
Yellow Warbler,ON,,0
Yellow Warbler,PE,,0
Yellow Warbler,UN,,0
Pine Warbler,F,,0
Pine Warbler,H,,0
Pine Warbler,S,,0
Pine Warbler,A,,0
Pine Warbler,B,U,2
Pine Warbler,C,,0
Pine Warbler,M,,0
Pine Warbler,N,,0
Pine Warbler,P,,0
Pine Warbler,S7,,0
Pine Warbler,T,,0
Pine Warbler,CF,,0
Pine Warbler,CN,,0
Pine Warbler,DD,,0
Pine Warbler,FL,,0
Pine Warbler,FS,,0
Pine Warbler,FY,,0
Pine Warbler,NB,,0
Pine Warbler,NE,,0
Pine Warbler,NY,,0
Pine Warbler,ON,,0
Pine Warbler,PE,,0
Pine Warbler,UN,,0
American Redstart,F,,0
American Redstart,H,,0
American Redstart,S,,0
American Redstart,A,,0
American Redstart,B,U,2
American Redstart,C,,0
American Redstart,M,,0
American Redstart,N,,0
American Redstart,P,,0
American Redstart,S7,,0
American Redstart,T,,0
American Redstart,CF,,0
American Redstart,CN,,0
American Redstart,DD,,0
American Redstart,FL,,0
American Redstart,FS,,0
American Redstart,FY,,0
American Redstart,NB,,0
American Redstart,NE,,0
American Redstart,NY,,0
American Redstart,ON,,0
American Redstart,PE,,0
American Redstart,UN,,0
Black-throated Green Warbler,F,,0
Black-throated Green Warbler,H,,0
Black-throated Green Warbler,S,,0
Black-throated Green Warbler,A,,0
Black-throated Green Warbler,B,U,2
Black-throated Green Warbler,C,,0
Black-throated Green Warbler,M,,0
Black-throated Green Warbler,N,,0
Black-throated Green Warbler,P,,0
Black-throated Green Warbler,S7,,0
Black-throated Green Warbler,T,,0
Black-throated Green Warbler,CF,,0
Black-throated Green Warbler,CN,,0
Black-throated Green Warbler,DD,,0
Black-throated Green Warbler,FL,,0
Black-throated Green Warbler,FS,,0
Black-throated Green Warbler,FY,,0
Black-throated Green Warbler,NB,,0
Black-throated Green Warbler,NE,,0
Black-throated Green Warbler,NY,,0
Black-throated Green Warbler,ON,,0
Black-throated Green Warbler,PE,,0
Black-throated Green Warbler,UN,,0
Golden-winged Warbler,F,,0
Golden-winged Warbler,H,,0
Golden-winged Warbler,S,,0
Golden-winged Warbler,A,,0
Golden-winged Warbler,B,U,2
Golden-winged Warbler,C,,0
Golden-winged Warbler,M,,0
Golden-winged Warbler,N,,0
Golden-winged Warbler,P,,0
Golden-winged Warbler,S7,,0
Golden-winged Warbler,T,,0
Golden-winged Warbler,CF,,0
Golden-winged Warbler,CN,,0
Golden-winged Warbler,DD,,0
Golden-winged Warbler,FL,,0
Golden-winged Warbler,FS,,0
Golden-winged Warbler,FY,,0
Golden-winged Warbler,NB,,0
Golden-winged Warbler,NE,,0
Golden-winged Warbler,NY,,0
Golden-winged Warbler,ON,,0
Golden-winged Warbler,PE,,0
Golden-winged Warbler,UN,,0
Blue-winged Warbler,F,,0
Blue-winged Warbler,H,,0
Blue-winged Warbler,S,,0
Blue-winged Warbler,A,,0
Blue-winged Warbler,B,U,2
Blue-winged Warbler,C,,0
Blue-winged Warbler,M,,0
Blue-winged Warbler,N,,0
Blue-winged Warbler,P,,0
Blue-winged Warbler,S7,,0
Blue-winged Warbler,T,,0
Blue-winged Warbler,CF,,0
Blue-winged Warbler,CN,,0
Blue-winged Warbler,DD,,0
Blue-winged Warbler,FL,,0
Blue-winged Warbler,FS,,0
Blue-winged Warbler,FY,,0
Blue-winged Warbler,NB,,0
Blue-winged Warbler,NE,,0
Blue-winged Warbler,NY,,0
Blue-winged Warbler,ON,,0
Blue-winged Warbler,PE,,0
Blue-winged Warbler,UN,,0
Grasshopper Sparrow,F,,0
Grasshopper Sparrow,H,,0
Grasshopper Sparrow,S,,0
Grasshopper Sparrow,A,,0
Grasshopper Sparrow,B,U,2
Grasshopper Sparrow,C,,0
Grasshopper Sparrow,M,,0
Grasshopper Sparrow,N,,0
Grasshopper Sparrow,P,,0
Grasshopper Sparrow,S7,,0
Grasshopper Sparrow,T,,0
Grasshopper Sparrow,CF,,0
Grasshopper Sparrow,CN,,0
Grasshopper Sparrow,DD,,0
Grasshopper Sparrow,FL,,0
Grasshopper Sparrow,FS,,0
Grasshopper Sparrow,FY,,0
Grasshopper Sparrow,NB,,0
Grasshopper Sparrow,NE,,0
Grasshopper Sparrow,NY,,0
Grasshopper Sparrow,ON,,0
Grasshopper Sparrow,PE,,0
Grasshopper Sparrow,UN,,0
