AC_ID,name1,name2,name3,complete_name,rank,parent_tsn,tsn,common
Paraleucobryum longifolium,Paraleucobryum,longifolium,None,Paraleucobryum longifolium,220,16839,16840,longleaf paraleucobryum moss
Ditrichum ambiguum,Ditrichum,ambiguum,None,Ditrichum ambiguum,220,16856,16860,ambiguous ditrichum moss
Ditrichum pallidum,Ditrichum,pallidum,None,Ditrichum pallidum,220,16856,16861,pale ditrichum moss
Distichium inclinatum,Distichium,inclinatum,None,Distichium inclinatum,220,16865,16868,incline distichium moss
Pleuridium palustre,Pleuridium,palustre,None,Pleuridium palustre,220,0,16875,prairie pleuridium moss
Pleuridium ravenelii,Pleuridium,ravenelii,None,Pleuridium ravenelii,220,16874,16877,Ravenel's pleuridium moss
Pleuridium sullivantii,Pleuridium,sullivantii,None,Pleuridium sullivantii,220,16874,16878,Sullivant's pleuridium moss
Bryoxiphium norvegicum,Bryoxiphium,norvegicum,None,Bryoxiphium norvegicum,220,16883,16884,Norway bryoxiphium moss
Fissidens polypodioides,Fissidens,polypodioides,None,Fissidens polypodioides,220,16901,16902,polypody fissidens moss
Fissidens clebschii,Fissidens,clebschii,None,Fissidens clebschii,220,0,16904,Clebsch's fissidens moss
Fissidens asplenioides,Fissidens,asplenioides,None,Fissidens asplenioides,220,16901,16905,asplenium fissidens moss
Fissidens bushii,Fissidens,bushii,None,Fissidens bushii,220,16901,16907,Bush's fissidens moss
Fissidens obtusifolius,Fissidens,obtusifolius,None,Fissidens obtusifolius,220,16901,16917,obtuseleaf fissidens moss
Fissidens reesei,Fissidens,reesei,None,Fissidens reesei,220,0,16920,Reese's fissidens moss
Fissidens kochii,Fissidens,kochii,None,Fissidens kochii,220,0,16921,Koch's fissidens moss
Fissidens bryoides,Fissidens,bryoides,None,Fissidens bryoides,220,16901,16923,bryoid fissidens moss
Fissidens neonii,Fissidens,neonii,None,Fissidens neonii,220,0,16924,neon fissidens moss
Fissidens appalachensis,Fissidens,appalachensis,None,Fissidens appalachensis,220,16901,16927,Appalachian fissidens moss
Fissidens grandifrons,Fissidens,grandifrons,None,Fissidens grandifrons,220,16901,16928,largeleaf fissidens moss
Seligeria campylopoda,Seligeria,campylopoda,None,Seligeria campylopoda,220,16932,16933,small limestone moss
Seligeria polaris,Seligeria,polaris,None,Seligeria polaris,220,16932,16934,northern small limestone moss
Seligeria donniana,Seligeria,donniana,None,Seligeria donniana,220,16932,16935,Donn's small limestone moss
Seligeria tristichoides,Seligeria,tristichoides,None,Seligeria tristichoides,220,16932,16936,small limestone moss
Seligeria calcarea,Seligeria,calcarea,None,Seligeria calcarea,220,16932,16937,small limestone moss
Seligeria pusilla,Seligeria,pusilla,None,Seligeria pusilla,220,16932,16938,small limestone moss
Seligeria brevifolia,Seligeria,brevifolia,None,Seligeria brevifolia,220,16932,16939,shortleaf small limestone moss
Seligeria recurvata,Seligeria,recurvata,None,Seligeria recurvata,220,16932,16940,recurved small limestone moss
Seligeria diversifolia,Seligeria,diversifolia,None,Seligeria diversifolia,220,16932,16941,diverseleaf small limestone moss
Blindia acuta,Blindia,acuta,None,Blindia acuta,220,16942,16943,acute blindia moss
Ptychomitrium serratum,Ptychomitrium,serratum,None,Ptychomitrium serratum,220,16948,16951,serrate ptychomitrium moss
Ptychomitrium leibergii,Ptychomitrium,leibergii,None,Ptychomitrium leibergii,220,0,16953,Leiberg's ptychomitrium moss
Ptychomitrium drummondii,Ptychomitrium,drummondii,None,Ptychomitrium drummondii,220,16948,16954,Drummond's ptychomitrium moss
Grimmia teretinervis,Grimmia,teretinervis,None,Grimmia teretinervis,220,16958,16968,grimmia dry rock moss
Grimmia mollis,Grimmia,mollis,None,Grimmia mollis,220,16958,16972,grimmia dry rock moss
Grimmia anodon,Grimmia,anodon,None,Grimmia anodon,220,16958,16973,grimmia dry rock moss
Grimmia americana,Grimmia,americana,None,Grimmia americana,220,16958,16974,American dry rock moss
Grimmia laevigata,Grimmia,laevigata,None,Grimmia laevigata,220,16958,16976,grimmia dry rock moss
Grimmia unicolor,Grimmia,unicolor,None,Grimmia unicolor,220,16958,16977,onecolor dry rock moss
Grimmia donniana,Grimmia,donniana,None,Grimmia donniana,220,16958,16978,Donn's dry rock moss
Grimmia tenerrima,Grimmia,tenerrima,None,Grimmia tenerrima,220,0,16979,grimmia dry rock moss
Grimmia pilifera,Grimmia,pilifera,None,Grimmia pilifera,220,16958,16980,grimmia dry rock moss
Grimmia affinis,Grimmia,affinis,None,Grimmia affinis,220,0,16981,grimmia dry rock moss
Grimmia pulvinata,Grimmia,pulvinata,None,Grimmia pulvinata,220,16958,16983,pulvinate dry rock moss
Grimmia incurva,Grimmia,incurva,None,Grimmia incurva,220,16958,16985,grimmia dry rock moss
Grimmia olneyi,Grimmia,olneyi,None,Grimmia olneyi,220,16958,16986,Olney's dry rock moss
Grimmia hartmanii,Grimmia,hartmanii,None,Grimmia hartmanii,220,16958,16987,Hartman's dry rock moss
Psilotum complanatum,Psilotum,complanatum,None,Psilotum complanatum,220,17006,17007,flatfork fern
Psilotum nudum,Psilotum,nudum,None,Psilotum nudum,220,17006,17008,whisk fern
Lycopodium alpinum,Lycopodium,alpinum,None,Lycopodium alpinum,220,0,17017,alpine club moss
Lycopodium alpinum,Lycopodium,alpinum,None,Lycopodium alpinum,220,0,17017,alpine clubmoss
Lycopodium annotinum,Lycopodium,annotinum,None,Lycopodium annotinum,220,0,17018,clubmoss
Lycopodium annotinum,Lycopodium,annotinum,None,Lycopodium annotinum,220,0,17018,stiff club moss
Lycopodium annotinum,Lycopodium,annotinum,None,Lycopodium annotinum,220,0,17018,stiff clubmoss
Lycopodium clavatum,Lycopodium,clavatum,None,Lycopodium clavatum,220,17013,17024,common club moss
Lycopodium clavatum,Lycopodium,clavatum,None,Lycopodium clavatum,220,17013,17024,running clubmoss
Lycopodium complanatum,Lycopodium,complanatum,None,Lycopodium complanatum,220,0,17025,Christmas green
Lycopodium complanatum,Lycopodium,complanatum,None,Lycopodium complanatum,220,0,17025,creeping jenny
Lycopodium complanatum,Lycopodium,complanatum,None,Lycopodium complanatum,220,0,17025,groundcedar
Lycopodium dendroideum,Lycopodium,dendroideum,None,Lycopodium dendroideum,220,17013,17027,tree groundpine
Lycopodium digitatum,Lycopodium,digitatum,None,Lycopodium digitatum,220,0,17028,fan clubmoss
Lycopodium X habereri,Lycopodium,habereri,None,Lycopodium X habereri,220,0,17029,Haberer's clubmoss
Lycopodium X issleri,Lycopodium,issleri,None,Lycopodium X issleri,220,0,17030,Issler's clubmoss
Lycopodium obscurum,Lycopodium,obscurum,None,Lycopodium obscurum,220,0,17032,flat-branched tree-clubmoss
Lycopodium obscurum,Lycopodium,obscurum,None,Lycopodium obscurum,220,0,17032,ground pine
Lycopodium obscurum,Lycopodium,obscurum,None,Lycopodium obscurum,220,0,17032,tree club moss
Lycopodium sabinifolium,Lycopodium,sabinifolium,None,Lycopodium sabinifolium,220,0,17035,purple loosestrife
Lycopodium sabinifolium,Lycopodium,sabinifolium,None,Lycopodium sabinifolium,220,0,17035,savinleaf groundpine
Lycopodium sitchense,Lycopodium,sitchense,None,Lycopodium sitchense,220,0,17036,Sitka clubmoss
Lycopodium tristachyum,Lycopodium,tristachyum,None,Lycopodium tristachyum,220,0,17037,deeproot clubmoss
Lycopodium nutans,Lycopodium,nutans,None,Lycopodium nutans,220,0,17052,wawae'iole
Lycopodium venustulum,Lycopodium,venustulum,None,Lycopodium venustulum,220,17013,17057,hairtip clubmoss
Phylloglossum drummondii,Phylloglossum,drummondii,None,Phylloglossum drummondii,220,17059,17060,pigmy clubmoss
Selaginella apoda,Selaginella,apoda,None,Selaginella apoda,220,17064,17066,meadow spikemoss
Selaginella arenicola,Selaginella,arenicola,None,Selaginella arenicola,220,17064,17067,sand spikemoss
Selaginella armata,Selaginella,armata,None,Selaginella armata,220,17064,17071,armored spikemoss
Selaginella asprella,Selaginella,asprella,None,Selaginella asprella,220,17064,17072,bluish spikemoss
Selaginella bigelovii,Selaginella,bigelovii,None,Selaginella bigelovii,220,17064,17073,bushy spikemoss
Selaginella braunii,Selaginella,braunii,None,Selaginella braunii,220,17064,17074,Braun's spikemoss
Selaginella cinerascens,Selaginella,cinerascens,None,Selaginella cinerascens,220,17064,17075,mesa spikemoss
Selaginella densa,Selaginella,densa,None,Selaginella densa,220,17064,17076,dense clubmoss
Selaginella densa,Selaginella,densa,None,Selaginella densa,220,17064,17076,lesser spikemoss
Selaginella densa,Selaginella,densa,None,Selaginella densa,220,17064,17076,small clubmoss
Selaginella douglasii,Selaginella,douglasii,None,Selaginella douglasii,220,17064,17077,Douglas' spikemoss
Selaginella eatonii,Selaginella,eatonii,None,Selaginella eatonii,220,17064,17078,Eaton's spikemoss
Selaginella eclipes,Selaginella,eclipes,None,Selaginella eclipes,220,17064,17079,hidden spikemoss
Selaginella eremophila,Selaginella,eremophila,None,Selaginella eremophila,220,17064,17080,desert spikemoss
Selaginella hansenii,Selaginella,hansenii,None,Selaginella hansenii,220,17064,17081,Hansen's spikemoss
Selaginella kraussiana,Selaginella,kraussiana,None,Selaginella kraussiana,220,17064,17082,Krauss' spikemoss
Selaginella lepidophylla,Selaginella,lepidophylla,None,Selaginella lepidophylla,220,17064,17083,flower of stone
Selaginella leucobryoides,Selaginella,leucobryoides,None,Selaginella leucobryoides,220,17064,17084,Mojave spikemoss
Selaginella ludoviciana,Selaginella,ludoviciana,None,Selaginella ludoviciana,220,17064,17085,gulf spikemoss
Selaginella mutica,Selaginella,mutica,None,Selaginella mutica,220,17064,17086,bluntleaf spikemoss
Selaginella X neomexicana,Selaginella,neomexicana,None,Selaginella X neomexicana,220,17064,17087,New Mexican spikemoss
Selaginella X neomexicana,Selaginella,neomexicana,None,Selaginella X neomexicana,220,17064,17087,New Mexico selaginella
Selaginella oregana,Selaginella,oregana,None,Selaginella oregana,220,17064,17088,Oregon spikemoss
Selaginella peruviana,Selaginella,peruviana,None,Selaginella peruviana,220,17064,17089,Peruvian spikemoss
Selaginella pilifera,Selaginella,pilifera,None,Selaginella pilifera,220,17064,17090,resurrection plant
Selaginella rupestris,Selaginella,rupestris,None,Selaginella rupestris,220,17064,17091,ledge spikemoss
Selaginella rupestris,Selaginella,rupestris,None,Selaginella rupestris,220,17064,17091,northern selaginella
Selaginella rupestris,Selaginella,rupestris,None,Selaginella rupestris,220,17064,17091,rock spikemoss
Selaginella rupincola,Selaginella,rupincola,None,Selaginella rupincola,220,17064,17092,clubmoss
Selaginella rupincola,Selaginella,rupincola,None,Selaginella rupincola,220,17064,17092,rockloving spikemoss
Selaginella selaginoides,Selaginella,selaginoides,None,Selaginella selaginoides,220,17064,17093,club spikemoss
Selaginella selaginoides,Selaginella,selaginoides,None,Selaginella selaginoides,220,17064,17093,clubmoss
Selaginella selaginoides,Selaginella,selaginoides,None,Selaginella selaginoides,220,17064,17093,northern spikemoss
Selaginella sibirica,Selaginella,sibirica,None,Selaginella sibirica,220,17064,17094,Siberian spikemoss
Selaginella tortipila,Selaginella,tortipila,None,Selaginella tortipila,220,17064,17095,twistedhair spikemoss
Selaginella uncinata,Selaginella,uncinata,None,Selaginella uncinata,220,17064,17096,blue spikemoss
Selaginella underwoodii,Selaginella,underwoodii,None,Selaginella underwoodii,220,17064,17097,Underwood's spikemoss
Selaginella utahensis,Selaginella,utahensis,None,Selaginella utahensis,220,17064,17098,Utah spikemoss
Selaginella viridissima,Selaginella,viridissima,None,Selaginella viridissima,220,17064,17099,green spikemoss
Selaginella wallacei,Selaginella,wallacei,None,Selaginella wallacei,220,17064,17100,Wallace's spikemoss
Selaginella watsonii,Selaginella,watsonii,None,Selaginella watsonii,220,17064,17101,Watson's spikemoss
Selaginella watsonii,Selaginella,watsonii,None,Selaginella watsonii,220,17064,17101,alpine spikemoss
Selaginella weatherbiana,Selaginella,weatherbiana,None,Selaginella weatherbiana,220,17064,17102,Rocky Mountain spikemoss
Selaginella weatherbiana,Selaginella,weatherbiana,None,Selaginella weatherbiana,220,17064,17102,Weatherby's spikemoss
Selaginella wrightii,Selaginella,wrightii,None,Selaginella wrightii,220,17064,17104,Wright's spikemoss
Selaginella arbuscula,Selaginella,arbuscula,None,Selaginella arbuscula,220,17064,17105,dwarf spikemoss
Selaginella deflexa,Selaginella,deflexa,None,Selaginella deflexa,220,17064,17106,deflexed spikemoss
Selaginella menziesii,Selaginella,menziesii,None,Selaginella menziesii,220,0,17107,Menzies' spikemoss
Selaginella sandvicensis,Selaginella,sandvicensis,None,Selaginella sandvicensis,220,0,17108,Hawai'i spikemoss
Selaginella cordifolia,Selaginella,cordifolia,None,Selaginella cordifolia,220,17064,17109,heartleaf spikemoss
Selaginella flabellata,Selaginella,flabellata,None,Selaginella flabellata,220,17064,17110,fan spikemoss
Selaginella krugii,Selaginella,krugii,None,Selaginella krugii,220,17064,17111,Krug's spikemoss
Selaginella laxifolia,Selaginella,laxifolia,None,Selaginella laxifolia,220,17064,17112,limpleaf spikemoss
Selaginella ovifolia,Selaginella,ovifolia,None,Selaginella ovifolia,220,17064,17113,oval-leaf spikemoss
Selaginella plumosa,Selaginella,plumosa,None,Selaginella plumosa,220,17064,17114,plumed spikemoss
Selaginella subcaulescens,Selaginella,subcaulescens,None,Selaginella subcaulescens,220,17064,17115,handsome spikemoss
Selaginella tenella,Selaginella,tenella,None,Selaginella tenella,220,17064,17117,delicate spikemoss
Isoetes bolanderi,Isoetes,bolanderi,None,Isoetes bolanderi,220,17120,17121,Bolander's quillwort
Isoetes butleri,Isoetes,butleri,None,Isoetes butleri,220,17120,17122,Butler's quillwort
Isoetes butleri,Isoetes,butleri,None,Isoetes butleri,220,17120,17122,limestone quillwort
Isoetes X eatonii,Isoetes,eatonii,None,Isoetes X eatonii,220,17120,17123,Eaton's quillwort
Isoetes echinospora,Isoetes,echinospora,None,Isoetes echinospora,220,17120,17124,isoète à spores épineuses
Isoetes echinospora,Isoetes,echinospora,None,Isoetes echinospora,220,17120,17124,spiny-spore quillwort
Isoetes engelmannii,Isoetes,engelmannii,None,Isoetes engelmannii,220,17120,17127,Appalachian quillwort
Isoetes engelmannii,Isoetes,engelmannii,None,Isoetes engelmannii,220,17120,17127,Engelmann's quillwort
Isoetes flaccida,Isoetes,flaccida,None,Isoetes flaccida,220,17120,17128,Florida quillwort
Isoetes flaccida,Isoetes,flaccida,None,Isoetes flaccida,220,17120,17128,southern quillwort
Isoetes X foveolata,Isoetes,foveolata,None,Isoetes X foveolata,220,17120,17129,pitted quillwort
Isoetes howellii,Isoetes,howellii,None,Isoetes howellii,220,17120,17130,Howell's quillwort
Isoetes lacustris,Isoetes,lacustris,None,Isoetes lacustris,220,17120,17131,isoète lacustre
Isoetes lacustris,Isoetes,lacustris,None,Isoetes lacustris,220,17120,17131,lake quillwort
Isoetes lithophylla,Isoetes,lithophylla,None,Isoetes lithophylla,220,0,17132,rock quillwort
Isoetes louisianensis,Isoetes,louisianensis,None,Isoetes louisianensis,220,17120,17133,Louisiana quillwort
Isoetes macrospora,Isoetes,macrospora,None,Isoetes macrospora,220,0,17134,big-spore quillwort
Isoetes melanopoda,Isoetes,melanopoda,None,Isoetes melanopoda,220,17120,17135,blackfoot quillwort
Isoetes melanospora,Isoetes,melanospora,None,Isoetes melanospora,220,17120,17136,black-spored quillwort
Isoetes melanospora,Isoetes,melanospora,None,Isoetes melanospora,220,17120,17136,blackspore quillwort
Isoetes nuttallii,Isoetes,nuttallii,None,Isoetes nuttallii,220,17120,17137,Nuttall's quillwort
Isoetes orcuttii,Isoetes,orcuttii,None,Isoetes orcuttii,220,17120,17138,Orcutt's quillwort
Isoetes piedmontana,Isoetes,piedmontana,None,Isoetes piedmontana,220,17120,17139,Peidmont quillwort
Isoetes riparia,Isoetes,riparia,None,Isoetes riparia,220,17120,17140,isoète riparien
Isoetes riparia,Isoetes,riparia,None,Isoetes riparia,220,17120,17140,shore quillwort
Isoetes tegetiformans,Isoetes,tegetiformans,None,Isoetes tegetiformans,220,17120,17141,Merlin's grass
Isoetes tegetiformans,Isoetes,tegetiformans,None,Isoetes tegetiformans,220,17120,17141,mat-forming quillwort
Isoetes tuckermanii,Isoetes,tuckermanii,None,Isoetes tuckermanii,220,17120,17142,Tuckerman's quillwort
Isoetes tuckermanii,Isoetes,tuckermanii,None,Isoetes tuckermanii,220,17120,17142,isoète de Tuckerman
Isoetes virginica,Isoetes,virginica,None,Isoetes virginica,220,17120,17143,Virginia quillwort
Equisetum variegatum,Equisetum,variegatum,None,Equisetum variegatum,220,1215024,17149,variegated horsetail
Equisetum variegatum,Equisetum,variegatum,None,Equisetum variegatum,220,1215024,17149,variegated scouring-rush
Equisetum variegatum,Equisetum,variegatum,None,Equisetum variegatum,220,1215024,17149,variegated scouringrush
Equisetum fluviatile,Equisetum,fluviatile,None,Equisetum fluviatile,220,1215023,17150,pipes
Equisetum fluviatile,Equisetum,fluviatile,None,Equisetum fluviatile,220,1215023,17150,river horsetail
Equisetum fluviatile,Equisetum,fluviatile,None,Equisetum fluviatile,220,1215023,17150,water horsetail
Equisetum scirpoides,Equisetum,scirpoides,None,Equisetum scirpoides,220,1215024,17151,dwarf scouringrush
Equisetum arvense,Equisetum,arvense,None,Equisetum arvense,220,1215023,17152,common horsetail
Equisetum arvense,Equisetum,arvense,None,Equisetum arvense,220,1215023,17152,field horsetail
Equisetum arvense,Equisetum,arvense,None,Equisetum arvense,220,1215023,17152,scouringrush
Equisetum arvense,Equisetum,arvense,None,Equisetum arvense,220,1215023,17152,western horsetail
Equisetum palustre,Equisetum,palustre,None,Equisetum palustre,220,1215023,17153,marsh horsetail
Equisetum hyemale,Equisetum,hyemale,None,Equisetum hyemale,220,1215024,17154,horsetail
Equisetum hyemale,Equisetum,hyemale,None,Equisetum hyemale,220,1215024,17154,scouring horsetail
Equisetum hyemale,Equisetum,hyemale,None,Equisetum hyemale,220,1215024,17154,scouringrush
Equisetum hyemale,Equisetum,hyemale,None,Equisetum hyemale,220,1215024,17154,scouringrush horsetail
Equisetum hyemale,Equisetum,hyemale,None,Equisetum hyemale,220,1215024,17154,tall scouring-rush
Equisetum hyemale,Equisetum,hyemale,None,Equisetum hyemale,220,1215024,17154,western scouringrush
Equisetum laevigatum,Equisetum,laevigatum,None,Equisetum laevigatum,220,1215024,17156,horsetail
Equisetum laevigatum,Equisetum,laevigatum,None,Equisetum laevigatum,220,1215024,17156,smooth horsetail
